ID,Name in English,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location
1756,Kanela Apaniekra,Brazil,BRA,ram,Vulnerable,"Apaniekra, Canela, Timbíra",,458,"Databank Moore, 2008.",-6.2716,-46.1865,
2347,Satawal,Micronesia (Federated States of),FSM,stw,Severely endangered,,,458,Grimes 2000,7.3406,147.041,"Satawal Island, Caroline Islands"
956,Chatino of Zacatepec,Mexico,MEX,ctz,Definitely endangered,cha' jna' a,,453,"Contributor:  Thomas C. Smith Stark, Census 2000 and information provided by INALI",16.1333,-97.35,Locality of San Marcos Zacatepec
2527,Demisa,Indonesia,IDN,dei,Definitely endangered,,,450,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.7016,136.6699,Irian Jaya
899,Koasati (Louisiana),United States of America,USA,cku,Definitely endangered,Coushatta,,450,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",30.4855,-92.8494,"The Coushatta Tribe of Louisiana (living near Elton, in Allen Parish); the Alabama-Coushatta Indian Reservation near Livingston, Texas. Until recently there were speakers of Koasati among the  members of the Alabama-Quassarte Tribe in Okfuskee County, Oklahoma.   "
1544,Koasati (Texas),United States of America,USA,cku,Definitely endangered,Coushatta,,450,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",30.7155,-94.6965,"The Coushatta Tribe of Louisiana (living near Elton, in Allen Parish); the Alabama-Coushatta Indian Reservation near Livingston, Texas. Until recently there were speakers of Koasati among the  members of the Alabama-Quassarte Tribe in Okfuskee County, Oklahoma."
730,Nanti,Peru,PER,cox,Vulnerable,Kugapakori,,450,,-11.6629,-72.6965,"Departamento de  Cusco, cuenca  de río Urubamba, Camisea  y Timpía. Aldeas de  Montetoni, Malanksejari"
82,Shabo,Ethiopia,ETH,sbf,Severely endangered,,,450,"Peter Unseth, Matthias Brenzinger",7.327,35.2935,
750,Sharanahua,Peru,PER,mcd,Severely endangered,,,450,"Pozzi-Escot (1998), 'El multilingüismo en el Perú'",-10.3365,-70.9277,"Depto. de  Ucayali,  cuenca del río Alto Purús, aldea de  Gastabala, entre  otras. "
653,Siona  Secoya (Peru),Peru,PER,"sey, snn",Definitely endangered,"Encabellado (Peru), Paikoka, Baikoka, Airo Pai",,450,"Bolivar et al. 2004. Botando pereza: el yoco entre los secoya del Putumayo. Universidad Nacional de Colombia. Sede Leticia. 78p.

Pozzi-Escot (1998), 'El multilingüismo en el Perú'. CBC. Cusco.

",-0.5712,-74.8828,"According to Wilson López the Secoya people in Peru are actually located by the Yaricaya, Angusillas and Yibineto rivers (towards the Putumayo river). A smaller group lives towards the Napo river on the Huajoya river. "
2653,Tolomako,Vanuatu,VUT,tlm,Definitely endangered,,,450,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-15.1834,166.8438,"Big Bay, Santo Island"
1820,Enawenê-Nawê,Brazil,BRA,unk,Vulnerable,"Eneuene-Mare, Salumã (not to be confused with what SIL calls Salumá, a Carib language in NW Pará)",,445,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-12.5223,-59.7656,"The group lives in Indigenous Lands Enawê-Nawê , north-western Mato Grosso State, 1 big village near the Iquê River, a tributary of the Juruena River - Brazil."
1029,Valle Nacional Chinantec,Mexico,MEX,cvn,Definitely endangered,Chinanteco de San Juan Bautista Valle Nacional,,442,"Contibutor: Judi Lynn Anderson, Census 2000, INALI information",17.7747,-96.3034,"Locality of San Mateo Yetla (and others with fewer speakers) in the municipality of Valle Nacional, state of Oaxaca"
598,Gavião de Rondônia,Brazil,BRA,gvo,Vulnerable,"Ikõlej, Ikõleey, Ikõro",,436,"Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil) ",-10.4445,-61.6992,"one of the four dialects of one language, Gavião, Zoró, Cinta-Larga, Aruá"
1500,Tabasco Náhuatl,Mexico,MEX,nhk,Critically endangered,"Pipil, Mexicano del oriente",,434,"Census 2000, information provided by INALI for percentages of child speakers; Lastra (1986)",18.0026,-93.3722,Municipalities of Cárdenas and Comalcalco in the state of Tabasco
2703,Sera,Papua New Guinea,PNG,sry,Severely endangered,,,432,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.0033,141.9158,"Coastal, Sandaun (West Sepik) Province"
1921,Yecuana (Brazil),Brazil,BRA,mch,Vulnerable,"Maiongong, Ye'kuana, Yekwana, Makiritare",,430,"Databank Moore, 2008.",2.8552,-63.3251,
1331,Alabugat Tatar,Russian Federation,RUS,,Definitely endangered,,,422,Л. Ш. Арсланов: Язык алабугатских татар Каспийского района Калмыцкой АССР. Казань 1988.,45.4447,47.0324,the village of Severnyy at the station of Ulan-Khol in Lagan’ County in the Kalmyk Republic; an outlying dialect of Nogay not listed at all by the SIL
950,"Zapotec of the Southern mountains, eastern lowlands",Mexico,MEX,,Definitely endangered,didxke',,420,"Census 2000
Contributor: Thomas C. Smith-Stark",16.2,-96.7,"Locality of San Miguel Coatlán, state of Oaxaca"
931,Western Otomí,Mexico,MEX,,Severely endangered,"Otomí de Michoacán, ñathó",,415,,19.4335,-100.3456,Zitácuaro (state of Michoacán)
282,Moose Cree,Canada,CAN,crm,Vulnerable,,,405,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",52.2827,-81.6276,Spread over 6 communities in Canada
937,Tlahuica,Mexico,MEX,ocu,Severely endangered,"Ocuilteco, pjiekakjo",,405,Census 2000 and information provided by INALI,18.9664,-99.4137,"San Juan Atzingo in the municipality of Ocuilan, state of Mexico"
616,Katukina do Acre,Brazil,BRA,knt,Severely endangered,"Katukina Pano, Panoana Katukina, Katukina",,404,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-6.4899,-69.2578,"The group lives in the indigenous lands Rio Gregório, Tarauacá Municipality;  in the indigenous lands Rio Campinas, Tarauacá and Ipixuna municipalities, Upper Juruá River region, Acre State - Brazil.
Pano linguistic family"
2264,Abai Sungai,Malaysia,MYS,abf,Definitely endangered,,,400,Grimes 2000,5.587,118.3695,"Sabah, Malaysia"
1999,Barasana (Colombia),Colombia,COL,bsn,Critically endangered,"Barasano del sur, Janera, Pãnerã, Paneroa, Eduria, Edulia, Erulia",,400,"Gómez-Imbert, Elsa. 2000. “Introducción al estudio de las lenguas del Pirá-Paraná” en María Stella González de Pérez y María Luisa Rodríguez de Montes (coordinadoras) Lenguas indígenas de Colombia. Una visión descriptiva. Bogotá: Instituto Caro y Cuervo. 321-356.
Ardila, Olga. 1993. La subfamilia lingüística Tucano-oriental: estado actual y perspectivas de investigación. Biblioteca Uricoechea 11. Páginas 219-233.",0.0769,-70.3894,"En Colombia en el río Pirá-Paraná, Caño Colorado, Caño Tatú y el Caño Piedra (Departamento del Vaupés). En Brasil noroeste del estado de Amazonas."
1403,Beezen,Cameroon,CMR,bnz,Severely endangered,,,400,Bruce Connell,6.7518,10.0744,
66,Buga,Sudan,SDN,myj,Critically endangered,Mangayat,,400,Ethnologue,8.2495,25.7574,
1456,Cheyenne (Oklahoma),United States of America,USA,chy,Severely endangered,,,400,Golla et al. ms.,35.6022,-97.9766,
1345,Cimbrian,Italy,ITA,cim,Definitely endangered,Cimbro,,400,"Anthony R. Rowley: „Mocheno e Cimbro“: Von Dialekt(en) zu Sprache(n)? — Dialektologie zwischen Tradition und Neuansätzen. Beiträge der Internationalen Dialektologentagung, Göttingen, 19.–21. Oktober 1998. Dieter Stellmacher (Hg.). Stuttgart 2000. 213–221.",45.867,11.4268,vigorously spoken in Luserna (Lusern) in Trento Province; disappearing in Giazza (Ljetzan) in Verona Province and in Roana (Rowan) in Vicenza Province; recently extinct in several other locations in the region; an outlying dialect of Bavarian
10,Cobiana,"Guinea-Bissau, Senegal","GNB, SEN",kcj,Critically endangered,Buy,,400,"Adjaratou Sall, Tucker Childs",12.4017,-16.3229,Also spoken in Guinea-Bissau.
449,Dagur (Amur),China,CHN,dta,Critically endangered,Daur; дагурский,,400,"Toshiro Tsumagari: Dagur. The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 129–153.",49.5252,127.5402,the Aihui region of Heilongjiang Province
101,Dahalo,Kenya,KEN,dal,Severely endangered,,,400,"Mauro Tosco, Ed Elderkin",-2.2625,40.7537,Near of the mouth of the Tana river.
293,Émérillon,French Guiana (France),GUF,eme,Severely endangered,,,400,"F. Queixalós and O. Renault-Lescure, 'As línguas amazônicas hoje' (2000)",2.8991,-52.8881,Upper Maroni and Upper Oyapock
671,Gagauz (Maritime),"Bulgaria, Romania","BGR, ROU","bgx, gag",Severely endangered,,,400,"Wolfgang Schulze: Gagausisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 781–786.",43.2932,27.9602,"the coastal region to the north of, and inland from, Varna in Bulgaria, which represents the original Gagauz territory"
1415,Hijuk,Cameroon,CMR,hij,Critically endangered,,,400,Ethnologue,4.2861,10.4919,
1821,Hobyot,"Oman, Yemen","OMN, YEM",hoh,Severely endangered,"Howbyot, hubiyya, hubiyyet",,400,"Hobyot is closely related to Mehri but it is  neither a Mehri dialector Jibbali one.  Depending to the place of the village  the Hobyot are in contact with Mehri (Mehriyyot variety) or Jibbali nativ espeakers, these contacts have an effect upon this speech (essentially on lexicon).
Simeone-Senelle 1997, 2007, in press.
Johnstone 1987",16.6388,53.0612,"The language is lspoken by Hobyot people and some members of 'Mahra' tribes . It is located in the far-east of Mahra in Yemen,  and in the far-west of Dhofar in Oman,  in  a very narrow and short strip on the border, from the coast into the mountain . In Yemen, from the villages of Hawf and Rehen (but no Hobyot native speakers in Jadib) , on about 12 km into  the mountain overlooking Hawf (and far below Haberut). On th eslopes of the mountains, they rear camels, cows and goats, and cultivate some vegetables and millet, they collect honey. On the coast they are fishermen, some are civil servants. "
359,Inari Saami,Finland,FIN,smn,Severely endangered,,anarâškielâ,400,,68.8446,27.2817,central Inari County of Lapland Province
363,Istriot,Croatia,HRV,ist,Severely endangered,,,400,"Goran Filipi: Istriotisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 87–89.",45.0541,13.7246,"the towns of Rovinj (Rovigno), Vodnjan (Dignano), Bale (Valle), Fažana (Fasana), Galižana (Gallesano) and Šišan (Sissano) in the southwest of the Istrian peninsula"
2305,Kalao,Indonesia,IDN,kly,Definitely endangered,Kalatoa,,400,Grimes 2000,-7.3134,121.0034,Sulawesi
1510,Kamaiurá,Brazil,BRA,kay,Vulnerable,"Kamayurá, Camaiura",,400,"www.sociambiental.org
Lucy Seki in UNESCO survey: linguistic vitality and diversity - 2008",-12.1655,-53.4292,Terra Indígena do Xingu - Alto Xingu - Estado de Mato Grosso - Brazil
769,Kickapoo (Kansas),United States of America,USA,kic,Severely endangered,"Kikapaux, Kikapú, Kicapoux, Kikapoo, Kikabeeux, Kicapus, Quicapause",,400,Golla et al. ms.,39.6972,-95.7089,
1527,Kickapoo (Oklahoma),United States of America,USA,kic,Severely endangered,"Kikapaux, Kikapú, Kicapoux, Kikapoo, Kikabeeux, Kicapus, Quicapause",,400,Golla et al. ms.,35.4245,-97.0713,
1528,Kickapoo (Texas),United States of America,USA,kic,Severely endangered,"Kikapaux, Kikapú, Kicapoux, Kikapoo, Kikabeeux, Kicapus, Quicapause",,400,Golla et al. ms.,28.6147,-100.4386,
873,Kiowa,United States of America,USA,kio,Severely endangered,,,400,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",35.1016,-98.6197,"In southwestern Oklahoma,  in Caddo, Kiowa, and Comanche counties, tribal headquarters in Carnegie, Oklahoma."
2307,Koroni,Indonesia,IDN,xkq,Definitely endangered,,,400,Grimes 2000,-2.6412,121.9894,Sulawesi
1200,Lamongse,India,IND,nik,Critically endangered,"Ong, Lamongshe, Milo, Miloh",,400,Prof. Udaya Narayana Singh (personal communication),7.3134,93.6968,"on the islands of Little Nicobar (Pangang, Onge, Tokuo-no Long), Pulo Milo (Piheun) and Kondul (Lamongse) "
1392,Ndunda,Nigeria,NGA,nuh,Severely endangered,,,400,Roger Blench,6.9482,10.9698,
859,Northern Paiute (Nevada),United States of America,USA,pao,Definitely endangered,Paviotso,,400,Golla et al. ms.,41.9979,-117.7193,"Speakers of Northern Paiute are found in communities in Oregon, Nevada, California and Idaho"
549,Pupeo,China,CHN,laq,Definitely endangered,"Laqua, Pubiao, Qabiao",,400,,23.1666,105.1,
705,Rapa,French Polynesia (France),PYF,ray,Severely endangered,Rapan,,400,"Wurm, Stephen 2007. 'Australia and the Pacific', pp. 425-578 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.
Grimes 2000",-27.8973,-143.5034,Rapa Island and Tahiti
2419,Red Gelao (China),China,CHN,gir,Critically endangered,"A'uo, A'ou",,400,Bradley 2007,26.2553,105.8571,
2701,Sengseng,Papua New Guinea,PNG,ssz,Vulnerable,,,400,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-6.0681,150.2792,"Southwest interior, in the Amgen River area, West New Britain"
1914,Sirionó,Bolivia (Plurinational State of),BOL,srq,Severely endangered,Mbia,,400,"Priest, Perry N. and Anne Priest, compilers. 1985. Diccionario sirionó y castellano.‭  Cochabamba: Instituto Lingüístico de Verano. 146 p.",-14.557,-63.7316,
2320,Talondo,Indonesia,IDN,tln,Definitely endangered,,,400,Grimes 2000,-2.3723,119.3774,Sulawesi
751,"Yaminahua (Bolivia, Peru)","Bolivia (Plurinational State of), Peru","BOL, PER",yaa,Severely endangered,"Jaminawá, Yamináwa",,400,"M. Brenzinger (2007), 'Language Diversity Endangered'.
I. Pozzi-Escot (1998), 'El multilingüismo en el Perú'",-10.7469,-71.7297,"Dpto. de  Ucayali, prov. de  Atalaya, cuenca del río Purús. También en Bolivia (Pando) y Brasil (Acre)."
969,Mixtec of Zapotitlán,Mexico,MEX,,Severely endangered,da' an davi,,396,"Contributor: Thomas C. Smith Stark, Census 2000 and information provided by INALI",18.3333,-97.4666,"Municipality of Zapotitlán, state of Puebla"
1977,Sanema (Venezuela),Venezuela (Bolivarian Republic of),VEN,xsu,Vulnerable,Sanumá. Guaica.  Sanumá in Brazil.,,393,"Mosonyi and Mosonyi (2000), 'Manual de lenguas indígenas de Venezuela'
González Ñáñez, in Queixalós and Renault-Lescure (2002), 'As línguas amazônicas hoje'",4.4669,-64.1931,State of Bolívar: rivers Caura and Paragua
1409,Ts'ixa,Botswana,BWA,,Definitely endangered,Belongs to the Shua-Tshwa cluster.,,390,Andrew Chebanne (p.c.),-18.9894,23.692,"Main settlement is Mababe (pointer) with about 300 spekers, some 80 live in a settlement east of Maun."
1843,Pirahã,Brazil,BRA,myp,Vulnerable,Mura Pirahã,,389,"Databank Moore, 2008.",-6.9264,-61.1279,
968,Mixtec of San Pedro Tidaá,Mexico,MEX,,Severely endangered, tnu' un dawi,,384,"Contributor: Thomas C. Smith-Stark, Census 2000 and information provided by INALI",17.35,-97.3833,"Municipality of San Pedro Tidaá, state of Oaxaca"
2423,Yerong,China,CHN,yrn,Severely endangered,Daban Yao,,380,Bradley 2007,23.0732,106.0789,
1882,A'ingae / Cofan (Colombia),Colombia,COL,con,Severely endangered,"Kofan, A'i, A'ingae, Kofane, Cofan",,379,"Fundación Zio-A'I Unión de Sabiduría - Censo - 2008
Tobar, María Elena. Dwswnga a’indekhwmbe ingi ayafangae ateswpa tsaiki:  Gramática Pedagógica para Bachillerato (6 ° a 11 °).  2008
Tobar, María Elena. Ingi ayafangae ateswpa tsaiki: Gramática Pedagógica de la lengua Cofán de cero a quinto grado de escolaridad. 2004",0.4525,-76.9191,"Colombia-Ecuador border area. In Colombia, Department of Putumayo, in Orito, Valle del Guamuez and San Miguel."
258,Halkomelem,"Canada, United States of America","CAN, USA",hur,Severely endangered,,,375,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",48.7715,-123.6678,Spread over 52 communities in Canada
1237,Yudja,Brazil,BRA,jur,Vulnerable,"Juruna, Yuruna",,362,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-10.956,-53.3235,"The group lives in the indigenous lands Paquiçamba, Parque Indígena do Xingu, Lower and Middle Xingu region, Mato Grosso and Pará State - Brazil."
1238,Kisêdjê,Brazil,BRA,suy,Vulnerable,"Suyá, Suiá",,351,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-11.5795,-53.031,"The group lives in the indigenous lands Parque Indígena do Xingu and Wawi, on the Suyá-Missu River, in the villages of Ngôsokô, Roptôtxi and Beira Rio - Mato Grosso state - Brazil."
2488,Auye,Indonesia,IDN,auu,Vulnerable,,,350,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.5627,135.9915,Irian Jaya
2519,Awyi,Indonesia,IDN,auw,Vulnerable,Nyao,,350,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-2.943,140.6359,Irian Jaya
2640,Bierebo,Vanuatu,VUT,bnk,Vulnerable,,,350,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-16.6539,168.1539,Epi Island
2533,Fayu,Indonesia,IDN,fau,Vulnerable,Sehudate,,350,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-3.1,136.8,Irian Jaya
2643,Labo,Vanuatu,VUT,mwi,Vulnerable,Mewun,,350,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-16.4492,167.4481,South-west Malekula
1512,Mra,"China, India","CHN, IND",,Critically endangered,"Tagin. This small population has always been, wrongly, subsumed under the administrative label of Tagin.",,350,,28.3914,93.3837,"Arunachal Pradesh, few villages around Limekin in the upper Subansiri river valley"
1868,Myky,Brazil,BRA,irn,Vulnerable,"Munku, Menku, Menky Manoki",,350,www.socioambiental.org,-12.5331,-59.5019,dialect of the same language as Irantxe
1191,Na,"China, India","CHN, IND",,Critically endangered,,,350,,28.4638,93.3041,"Arunachal Pradesh, few villages near Takshing on the upper Subansiri River, close to the border with Tibet/China"
1839,Nadëb,Brazil,BRA,mbj,Definitely endangered,"Guariba, Xiruai",,350,"Databank Moore, 2008.",-1.9771,-67.0166,
2318,Taje,Indonesia,IDN,pee,Critically endangered,,,350,Grimes 2000,-0.747,120.086,Sulawesi
1849,Tenharim,Brazil,BRA,pah,Severely endangered,Kagwahiva,,350,"Databank Moore, 2008.",-8.4071,-61.1499,
303,Mako,Venezuela (Bolivarian Republic of),VEN,wpc,Critically endangered,,,345,"D. Moore, in Brenzinger (2007), 'Language Diversity Endangered'",4.2149,-65.7421,
430,Barām,Nepal,NPL,brd,Critically endangered,बराम; Bāl Kurā; Baraamu; Barhamu; Brahmu; Bhramu; Bramu; Baram,,342,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com
",28.041,84.629,Enclave in Gorkhā district in central Nepal
1239,Ikpeng,Brazil,BRA,txi,Vulnerable,"Txicão, Txikão",,342,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil) 
",-11.7376,-53.616,"The group lives in indigenous Park of the Xingu, left bank of the Upper Xingu in the Uaví River mouth area, to the north of the Kayabí settlements - Mato Grosso - Brazil"
357,Gardiol,Italy,ITA,,Severely endangered,,,340,,39.4658,15.9933,Guardia Piedmontese in Calabria; an outlying dialect of Alpine Provençal
1760,Araweté,Brazil,BRA,awt,Vulnerable,Araueté,,339,"Databank Moore, 2008.",-5.1347,-52.3388,
926,Northern Pame,Mexico,MEX,pmq,Definitely endangered,xi'iuy,,337,Census 2000,21.9955,-99.6458,"Aquismón, Cárdenas, Ciudad del Maíz (state of San Luis Potosí)"
2388,Thompson,Canada,CAN,thp,Severely endangered,Nlaka_pamuxtsn,,335,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",50.1909,-120.8431,Spread over 32 communities in Canada
2611,Serili,Indonesia,IDN,sve,Vulnerable,,,328,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-8.1136,129.9023,"Northeast Marsela Island, Babar Islands, South Maluku"
2676,Kaningara,Papua New Guinea,PNG,knr,Vulnerable,Kaningra,,327,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-4.5784,143.3612,"West of Amboin, near the Kvanmas Lake, East Sepik Province"
914,Misantla Totonac,Mexico,MEX,tlc,Critically endangered,"Yecuatla Totonac, Totonaco del sureste",,325,"Contributors: Carolyn MacKay and Frank Treschel,  2005 Census and information given by INALI",19.865,-96.7755,"Chiconquiaco, Jilotepec, Landero y Coss, Misantla, Yecuatla"
2492,Nemi,New Caledonia (France),NCL,nem,Definitely endangered,,,325,Rivierre et al. 2003,-20.6494,164.6878,Hienghène
1621,Nambiquara do Norte,Brazil,BRA,"lkd, ltn, xtw, wmd",Vulnerable,"Lakondê, Latundê, Tawandê. Two tribes : 
Negarotê and Mamaindê. ",,323,"Databank Moore, 2008.",-11.8028,-59.8095,
1810,Matís,Brazil,BRA,mpq,Vulnerable,,,322,"Databank Moore, 2008.",-6.1405,-70.664,
1240,Wauja,Brazil,BRA,wau,Vulnerable,"Uaurá, Waurá",,321,"Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-12.2554,-53.5899,"The group lives in the Xingu Indigenous Park, Mato Grosso state - Brazil"
2330,Benggoi,Indonesia,IDN,bgy,Definitely endangered,,,320,Grimes 2000,-3.0748,130.0918,Maluku
614,Karitiana,Brazil,BRA,ktn,Vulnerable,"Caritiana, Yjxa",,320,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil) 
",-9.7307,-64.0942,"The group lives in indigenous lands Karitiana and Karipuna, north-western Rondônia - Brazil.  All speak the language-- Moore visited the reserve twice."
761,Apalai,Brazil,BRA,apy,Vulnerable,,,317,"Moore, 2008.",1.2084,-55.1074,
141,Kwak'wala,"Canada, United States of America","CAN, USA",kwk,Critically endangered,Kwakiutl,,315,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",50.7338,-127.4982,Spread over 13 communities in Canada
910,Southern Zoque,Mexico,MEX,,Definitely endangered,,,312,"Contributor: Leopoldo Valiñas, Census 2005 and information provided by INALI",16.7138,-93.1194,"Municipalities of Ocozocuautla, Tuxtla Gutiérrez, state of Chiapas"
446,Tilung,Nepal,NPL,tij,Definitely endangered,तिलुङ; Tiling,,310,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

2001 census (ethnologue.com)",27.1501,86.5077,"Khoṭāṅ district, around Halẽsī Dāṁḍā"
1682,Opuuo,Ethiopia,ETH,lgn,Critically endangered,Opo-Shita,,307,"census, Yvonne Treis",8.3202,33.8873,
642,Panará,Brazil,BRA,kre,Vulnerable,"Krenhakarore, Krenakore, Krenakarore, Índios Gigantes, Kreen-akarore",,306,"FUNASA
www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-9.449,-54.5965,"The group lives in the indigenous lands Panará, Parque Indígena do Xingu, on the Iriri River, south-western Pará State - Brazil."
1690,Aka,India,IND,soh,Critically endangered,Jebel Sillok,,300,"Bender, Ethnologue",11.0112,34.2333,
1417,Bakole,Cameroon,CMR,kme,Critically endangered,,,300,Ethnologue,4.5764,8.8439,
2088,Bathari,Oman,OMN,bhm,Critically endangered,"Bahtariyet, Bothari",,300,"Morris 1983
Johnstone 1987, xi",17.8846,55.5853,"Bay of Kuria Muriya, on the south-western coast of Oman in the Jezir area, in Shuwaimiyya , between Hasik and Ras Sharbitat. They are  fishermen. "
592,Brokkat,Bhutan,BTN,bro,Definitely endangered,Brokskad; Jokay,,300,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com
",27.5618,90.6152,"Bumthang district, Dur village"
2669,Duwet,Papua New Guinea,PNG,gve,Vulnerable,,,300,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-6.4763,146.8377,"Inland form the Huon Gulf, north of Lae, Morobe Province"
2168,Faire Atta,Philippines,PHL,azt,Severely endangered,,,300,,18.027,120.4929,
2418,Green Gelao (China),China,CHN,giq,Critically endangered,Hagei,,300,"Bradley 2007, Shearer & Sun 2002",27.7022,106.0952,
