,Unnamed: 0,ISO639-3 codes,Name in English_2023,Alternate names_2023,Degree of endangerment_2023,Number of speakers (2023),Language Branch,Comments,Description of language,Countries_2023,Continent,Coordinates,ID,Name in English_2024,Countries_2024,Country codes alpha 3,Degree of endangerment_2024,Alternate names_2024,Name in the language,Number of speakers 2024,Sources,Latitude,Longitude,Description of the location,Speaker Change (%),Speaker Change (absolute)
11786,6270,mpj,Martu Wangka,Mardo; Targudi; Jigalong; Martuwangka; Targoodi; Mardujara;,"Endangered (20 percent certain, based on the evidence available)",900.0,Pama-Nyungan; Wati,,,Australia;,Australia,"-29.854456,122.324919",2070,Martuwangka,Australia,AUS,Vulnerable,"Mardo, Targudi.  Dialects: Manyjilyjara (Mantjiltjara), Kartujarra (Kartutjara, Kardutjara, Kadaddjara, Martu Wangka, Kardutjarra, Kiadjara, Gardudjara, Gagudjara), Puditara (Budidjara, Putujara), Yulparitja (Yilparitja, Yulbaridja), Wangkajunga (Wan",,2500.0,,-24.1975,122.9589,,100.0,1600.0
11787,3008,mzr,Marubo,Marobo; Marúbo; Maruba; Marova; Kaniuá; Katukína; Marubo of the Javari Basin,"Threatened (20 percent certain, based on the evidence available)",1043.0,Pano-Tacanan; Mainline,,,Brazil;,South America,"-6.0968,-70.2246",1809,Marúbo,Brazil,BRA,Vulnerable,,,1252.0,"www.socioambiental.org.br
Databank Moore, 2008.",-6.0968,-70.2246,,20.038350910834133,209.0
11788,2716,mvs,Masep,Massep; Wotaf; Potafa,"Severely Endangered (20 percent certain, based on the evidence available)",25.0,Isolate; Pacific,,,Indonesia;,Southeast Asia,"-1.7575,138.3178",2554,Massep,Indonesia,IDN,Critically endangered,,,25.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-1.7575,138.3178,Irian Jaya,0.0,0.0
11789,2306,msv,Maslam,Mandage; Mendage; Mandagué; Maltam; Kotoko-Maltam;,"Threatened (20 percent certain, based on the evidence available)",5500.0,Afro-Asiatic; Chadic; Biu-Mandara,,,Cameroon;Chad;,Africa,"12.136,14.6914",46,Maslam,"Cameroon, Chad","CMR, TCD",Severely endangered,Maltam,,723.0,Ethnologue,12.136,14.6914,,-86.85454545454544,-4777.0
11790,577,mdg,Massalat,,"Severely Endangered (20 percent certain, based on the evidence available)",10.0,Maban,,,Chad;,Africa,"12.7635,20.5993",1655,Massalat,Chad,TCD,Critically endangered,,,10.0,"Roger Blench, Ethnologue",12.7635,20.5993,,0.0,0.0
11791,1731,mpq,Matís,Matis; Mayoruna-Matsés,"Endangered (20 percent certain, based on the evidence available)",280.0,Pano-Tacanan; Mayoruna,,,Brazil;,South America,"-4.41666666667,-70.25",1810,Matís,Brazil,BRA,Vulnerable,,,322.0,"Databank Moore, 2008.",-6.1405,-70.664,,15.0,42.0
11792,1911,zml,Matngele,Madngele; Matngala; Warat; Madngela; Maangella; Mandella; Muttangulla; Hermit Hill; Amadil; Muttangella; Matngelli; Madngella; Ngengiwerat; Madngala; Dakayu; Nginma; Weret; Werat; Malak Malak; Matngela;,"Critically Endangered (100 percent certain, based on the evidence available)",17.5,Eastern Daly,,,Australia;,Australia,"-13.940756,130.611972",203,Madngele,Australia,AUS,Critically endangered,"Matngala, Matngele, Warat, Madngela, Maangella, Mandella, Muttangulla.",,10.0,,-13.3789,130.5395,,-42.857142857142854,-7.5
11793,1310,mkv,Mavea,Mafea; Mav̋ea;,"Critically Endangered (100 percent certain, based on the evidence available)",32.0,Austronesian; Malayo-Polynesian; Oceanic; Northern Vanuatu,,,Vanuatu;,Pacific,"-15.384, 167.230",2645,Mafea,Vanuatu,VUT,Definitely endangered,Mavea,,70.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-15.4219,167.2366,"Mafea and Ais Islands, East Santo Island",100.0,38.0
11794,2270,mjj,Mawak,,"Severely Endangered (20 percent certain, based on the evidence available)",25.0,Trans-New Guinea; Madang,,,Papua New Guinea;,Pacific,"-4.5819,145.3079",2115,Mawak,Papua New Guinea,PNG,Critically endangered,,,31.0,Grimes 2000,-4.5819,145.3079,Madang,24.0,6.0
11795,1851,mav,Mawé,Sateré-Mawé; Maué;  Mabue; Maragua; Sataré; Andira; Arapium; Maue; Andirá; Sateré; Mawé-Sateré,"Threatened (20 percent certain, based on the evidence available)",6219.0,Tupian,,,Brazil;,South America,"-3.8642,-56.7773",1763,Mawé,Brazil,BRA,Vulnerable,Sateré-Mawé,,6219.0,"Databank Moore, 2008. Survey de 2003 coordinated by Pery Teixeira is on link http://www.unicef.org/brazil/pt/resources_9478.htm",-3.8642,-56.7773,,0.0,0.0
11796,2546,mph,Mawng,Gunmarung; Mawung; Gun-Marung; Maw; Managari;  Goulburn Islands; Gunmarang; Kunmarung; Manangari; Mau; Mauung;Maung;,"Vulnerable (100 percent certain, based on the evidence available)",300.0,Iwaidjan,,,Australia;,Australia,"-12.06446118,133.060671",210,Maung,Australia,AUS,Vulnerable,"Gunmarung, Mawung, Gun-Marung.",,200.0,,-11.913,133.7255,,-33.33333333333333,-100.0
11797,2997,mbl,Maxakalí,"Caposho, Cumanasho, Macuni, Monaxo, Monocho","Threatened (20 percent certain, based on the evidence available)",1271.0,Maxakalian,,,Brazil;,South America,"-18.0,-40.0",628,Maxakali,Brazil,BRA,Vulnerable,"Maxacalí, Monacó",,1271.0,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-16.5519,-40.3417,"The group lives in the indigenous land Maxakali, Municipality of Bertópolis, Minas Gerais State - Brazil.",0.0,0.0
11798,2907,mpd,Maxineri,Manitenere; Mashineri; Machinere; Manchinere; Manchineri; Manitenerí; Manitenére; Maxinéri;,"Endangered (20 percent certain, based on the evidence available)",950.0,Arawakan; Southern Arawakan; Southern Outlier,,"For many, this is a dialect of Piro; Ethnologue considers it a separate language.",Brazil;Bolivia;,South America,"-10.5742,-70.4882",602,Machineri (Brazil),Brazil,BRA,Vulnerable,"Manchineri, Maxinéri, Yine",,937.0,"Databank Moore, 2008.",-10.5742,-70.4882,,-1.368421052631579,-13.0
11799,2907,mpd,Maxineri,Manitenere; Mashineri; Machinere; Manchinere; Manchineri; Manitenerí; Manitenére; Maxinéri;,"Endangered (20 percent certain, based on the evidence available)",950.0,Arawakan; Southern Arawakan; Southern Outlier,,"For many, this is a dialect of Piro; Ethnologue considers it a separate language.",Brazil;Bolivia;,South America,"-10.5742,-70.4882",1954,Machineri (Bolivia),Bolivia (Plurinational State of),BOL,Severely endangered,,,140.0,"Crevels et alii (2000), 'Current Studies on South American Languages'",-11.146,-69.0161,,-85.26315789473684,-810.0
11800,4644,mfy,Mayo,Cahita; Yaqui-Mayo; Kahita;,"Vulnerable (20 percent certain, based on the evidence available)",32702.0,Uto-Aztecan; Southern Uto-Aztecan; Cahitan,,90%% intelligibility with Yaqui.,Mexico;,"Mexico, Central America, Caribbean","26.45, -108.98",1490,Mayo,Mexico,MEX,Critically endangered,yorem-nokki,,32869.0,"Contributor Zarina Estrada, 2000 Census and information provided by INALI",26.9114,-109.6271,"Municipalities of Cajeme, Etchojoa, Huatabampo, Navojoa and others in the state of Sonora; Guasave in the state of Sinaloa.",0.5106721301449453,167.0
11801,578,mpk,Mbara (Chad),Massa de Guelengdeng; Guelengdeng; G'kelendeng; G'kelendeg;,"Endangered (20 percent certain, based on the evidence available)",1000.0,Afro-Asiatic; Chadic; Biu-Mandara,,,Chad;,Africa,"11.0,15.4166666667",48,Mbara,Chad,TCD,Severely endangered,,,1000.0,"Tourneaux, Ethnologue",10.8009,15.6335,,0.0,0.0
12066,2992,gun,Mbyá,Mbua; Mbiá; Bugre; Mbyá Guaraní; Mbü'a Guaraní; Guaraní language area;,"Vulnerable (20 percent certain, based on the evidence available)",19924.0,Tupian; Tupi-Guaranian; Guarani,,,Brazil;Argentina;Paraguay;Uruguay;,South America,"-26.5099, -55.2832",2187,Mbya Guarani (Paraguay),Paraguay,PRY,Definitely endangered,,,8000.0,,-26.5099,-55.2832,,-59.847420196747635,-11924.0
12067,2992,gun,Mbyá,Mbua; Mbiá; Bugre; Mbyá Guaraní; Mbü'a Guaraní; Guaraní language area;,"Vulnerable (20 percent certain, based on the evidence available)",19924.0,Tupian; Tupi-Guaranian; Guarani,,,Brazil;Argentina;Paraguay;Uruguay;,South America,"-26.5099, -55.2832",1879,Mbya Guarani (Brazil),Brazil,BRA,Vulnerable,Guarani M'byá,,6000.0,"Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",-30.1451,-50.625,,-69.88556514756074,-13924.0
12068,2992,gun,Mbyá,Mbua; Mbiá; Bugre; Mbyá Guaraní; Mbü'a Guaraní; Guaraní language area;,"Vulnerable (20 percent certain, based on the evidence available)",19924.0,Tupian; Tupi-Guaranian; Guarani,,,Brazil;Argentina;Paraguay;Uruguay;,South America,"-26.5099, -55.2832",1907,"Mbya Guarani (Argentina, Uruguay)","Argentina, Uruguay","ARG, URY",Severely endangered,"Mbua,  Eastern Guarani Argentina",,3000.0,"- Censabella, Marisa. 2008. Lenguas del Chaco (unpublished)
- Ethnologue 2005",-29.6116,-57.4804,Northeast Argentina Province of Misiones,-84.94278257378036,-16924.0
12069,3098,txu,Mebengokre,Kayapó; Cayapo; Kokraimoro; Cayapó; Gorotire; Southern Cayapo; Mebêngokrê; Xikrin; Put Karot,"Threatened (20 percent certain, based on the evidence available)",7266.0,Jean; Northern Je,,Known also as Kayapó or Xikrin.,Brazil;,South America,"-9.0,-52.0",1702,Mebengokre,Brazil,BRA,Vulnerable,"Kayapó, Xikrin, Put Karot, Mebengokre",,7266.0,"Databank Moore, 2008.",-6.5569,-52.4707,"Both the Kayapó and the Xikrin call themselves Mebengokre and speak dialects of the same language.  Older Xikrin don't consider themselves Kayapó.  The various village names (A'ukre, Gorotire, Kokrimoro, etc) are often confused with dialects or languages.",0.0,0.0
12070,3382,ruq,Megleno-Romanian,"Megleno-Rumanian; Meglenitic; Meglenite; Other Roumanian Lects; Romanian, Megleno","Threatened (20 percent certain, based on the evidence available)",5000.0,Indo-European; Italic; Romance; Eastern Romance,,,Greece;Macedonia;,Europe,"41.1042,22.2025",388,Megleno-Romanian,"Greece, The former Yugoslav Republic of Macedonia","GRC, MKD",Severely endangered,Meglenitic,,5000.0,"Petar Atanasov: Meglenorumänisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 127–131.",41.1042,22.2025,"the Meglen (Μογλενά) region where the Vardar (Axios) River crosses the border between the FYROM and Greece; original villages Umă (Huma) in the FYROM, and Ľumniţă (Σκρά), Cupă (Κούπα), Oşiń (Άρχάγγελος), Birislăv (Περίκλεα), Lunḑiń (Λαγκαδιά), Ţărnareca (Κάρπι) and Nănti, Nǫnti (Νότια) in Greece; many have left the original area; further émigré communities in Romania and Turkey",0.0,0.0
12071,3218,mmh,Mehináku,Mehinacú; Minaco; Mehinacu; Mehináku; Mehinaco; Mahinaku; Mahinacu; Meinaku; Uara; Aura;,"Endangered (20 percent certain, based on the evidence available)",227.0,Arawakan; Southern Arawakan; Central,,"Waurá-Mehinaku (Uara, Aura, Mahinacu):  Ethnologue has Mehináku (Mehinaco, Mahinaku, Minaco) as a separate language, but said to be “somewhat intelligible with Waurá”, and Waurá is reportedly “partially intelligible with
Mehináku”. Aikhenvald (1999a: 67) also has Waurá and Mehinaku as separate languages. ELCat would prefer to have a single entry for Mehinku and Waurá, but given the difference of opinion, both languages have separate entries.",Brazil;,South America,"-12.5423,-53.2403",1508,Mehináku,Brazil,BRA,Vulnerable,"Mehinako, Meinako, Meinaco",,200.0,Angel Corbera Mori 2008,-12.5423,-53.2403,"Terra Indígena do Xingu, Alto Xingu, Estado de Mato Grosso",-11.894273127753303,-27.0
12072,4202,gdq,Mehri,Mehrī; Mahri; Meḥri;,"At risk (20 percent certain, based on the evidence available)",100000.0,Afro-Asiatic; Semitic; Modern South Arabian,,,Yemen;Oman;Kuwait;,Near East,"16.5993,52.8057",1620,Mehri,"Oman, Yemen","OMN, YEM",Definitely endangered,"Mahri, Mehriyet, Mehriyot, Mehriye",,100000.0,"Johnstone essentially for Mehri spoken in Oman.
Simeone-Senelle for Mehri spoken inYemen (Mehriyyet and Mehriyyot varieties)   ",16.5993,52.8057,"The language is spoken by the Mahra tribes in the south-eastern province of Mahra in Yemen, and in the Dhofar in Oman. It is the most prestigious and the best known language within the Modern  South Arabian group, because of the history of the region and of its rich literature (tales, poetry) 
  On the coast, The Mehri area extends from the Omani border to the eastern bank of Wadi Masilah in Yemen: Salalah, Jadib, Damqawt, al-Ghaydha, Nishtawn, Saqr, Qishn, Itab, Sayhut) . In the North it is spoken as far as the border of the Rub‘ al-Khali (Thamud, Sanaw, Haberut and beyond). More precise Location for Dhofar is lacking
The Mahra inhabitants in the desert steppe of Yemen and in the mountains of Dhofar in Oman are semi-nomads livstock breeders. Some of them cultivate palm-trees. Those who are owners of four-wheel-drive cars trade with other countries of the Peninsula and provide supplies for numerous shops in the coastal towns and villages. On the coast the activities are sea-oriented: fishing, fish drying and freezing. Some people are employees in public services in the main coastal villages. Before 1990 many Mahra were traders or shopkeepers in Koweit,  presently many migrated and settled in Saudi Arabia. A Mehri speaking community is settled in Tanzania and comes back regularly to Mahra. ",0.0,0.0
12073,2988,skf,Mekéns,Sakirabiát; Sakirabiá; Sakirabiáp; Sakiriabar; Sakirabiák; Sakirap; Amniapa; Sakurabiat; Mekens; Mekém; Mequens; Mekem; Mequem Amniapé; Waratégaya; Amiapé,"Critically Endangered (80 percent certain, based on the evidence available)",22.0,Tupian; Tuparian,,,Brazil;,South America,"-12.5, -61.5",629,Sakurabiat,Brazil,BRA,Severely endangered,"Mekens, Mekém, Sakirabiat",,25.0,"Moore, 2008.",-12.967,-61.2652,,13.636363636363635,3.0
12074,1384,tnr,Ménik,Budik; Bedik; Tandanke; Tendanke; Tenda; Bande; Basari du Bandemba; Menik;,"Threatened (20 percent certain, based on the evidence available)",100.0,Niger-Congo; Atlantic-Congo; North Atlantic,,"Preferred name for language may actually be Menik (Sall, Documentation of Bedik Project)",Senegal;,Africa,"12.7528,-12.2717",1311,Menik,Senegal,SEN,Definitely endangered,"Budik, Tenda, Bande",,3375.0,Adjaratou Sall,12.7528,-12.2717,,100.0,3275.0
12075,1926,mez,Menominee,Menomini;,"Severely Endangered (20 percent certain, based on the evidence available)",35.0,Algic; Algonquian,,,USA;,North America,"44.9356,-88.6144",766,Menominee,United States of America,USA,Critically endangered,Menomini,,35.0,"Golla et al. ms

",44.9356,-88.6144,,0.0,0.0
12076,2548,ulk,Meriam,Miriam; Meryam Mir; Miriam-Mir; Mer; Mir; East Torres;,"Endangered (20 percent certain, based on the evidence available)",320.0,Eastern Trans-Fly,,,Australia;,Australia,"-9.91666666667,144.083333333",211,Meriam Mir,Australia,AUS,Definitely endangered,"Meriam, Meryam Mir, Miriam-Mir, Miriam, Mer, Mir, East Torres.  Dialects: Boigu, Bulgai, Buglial, Tagota",,160.0,,-9.9201,144.0472,,-50.0,-160.0
12077,1925,apm,Mescalero-Chiricahua,"Chiricahua; Mescalero; Chiricahua-Mescalero; Mescalero Cluster; Mescalero-Chiricahua; Apache (Chiricahua); Apache (Mescalero-Chiricahua); Apache; Apache, Mescalero-Chiricahua; Eastern Apache;","Threatened (20 percent certain, based on the evidence available)",1500.0,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,,"An emergent language within the Southern Athabaskan dialect complex, spoken with very little dialectal variation by people whose tribal identity is either Mescalero or Chiricahua.",USA;,North America,"33.1514,-105.7942; 34.8986,-98.3589",786,Mescalero-Chiricahua Apache (New Mexico),United States of America,USA,Definitely endangered,"Mescalero, Chiricahua",,1500.0,Golla et al. ms.,33.1514,-105.7942,Mescalero Apache Tribe of New Mexico,0.0,0.0
12078,1925,apm,Mescalero-Chiricahua,"Chiricahua; Mescalero; Chiricahua-Mescalero; Mescalero Cluster; Mescalero-Chiricahua; Apache (Chiricahua); Apache (Mescalero-Chiricahua); Apache; Apache, Mescalero-Chiricahua; Eastern Apache;","Threatened (20 percent certain, based on the evidence available)",1500.0,Athabaskan-Eyak-Tlingit; Athabaskan; Apachean,,"An emergent language within the Southern Athabaskan dialect complex, spoken with very little dialectal variation by people whose tribal identity is either Mescalero or Chiricahua.",USA;,North America,"33.1514,-105.7942; 34.8986,-98.3589",1463,Mescalero-Chiricahua Apache (Oklahoma),United States of America,USA,Critically endangered,"Mescalero, Chiricahua",,3.0,Golla et al. ms.,34.8986,-98.3589,"Chiricahua speakers, Ft. Sill Apache",-99.8,-1497.0
12079,4934,ote,Mezquital Otomí,"Othomí; Otomí (Mezquital); Otomi (Mezquital); Otomi, Mezquital; Hñahñu; Otomí del Valle del Mezquital; Otomi","At risk (20 percent certain, based on the evidence available)",100000.0,Otomanguean; Otopamean,,"Ethnologue has 9 Otomí languages:
Otomi, Eastern Highland  [otm] 
Otomi, Estado de México  [ots] 
Otomi, Ixtenco  [otz] 
Otomi, Mezquital  [ote] 
Otomi, Querétaro  [otq] 
Otomi, Temoaya  [ott] 
Otomi, Tenango  [otn] 
Otomi, Texcatepec  [otx 
Otomi, Tilapa  [otl].
INALI also has 9 ""variantes"" of Otomí. 
",Mexico;,"Mexico, Central America, Caribbean","20.1666666667, -99.1666666667",932,Mezquital Otomí,Mexico,MEX,Definitely endangered,"hñähñú, ñänhü, ñandú, ñohño, ñanhmu",,88789.0,,20.4831,-99.217,"Ajacuba, Ixmiquilpan, San Bartolo Tutotepec, Tepeji del Rio de Ocampo, Zempoala (state of Hidalgo)",-11.211,-11211.0
12080,1923,mic,Mi'kmaq,Micmac; Mi'gmaq; Mi'gmaw; Mi'kmaw; Miigmao; Mi'kmaq; Restigouche; Mi'kmag;,"Threatened (20 percent certain, based on the evidence available)",8145.0,Algic; Algonquian; Eastern Algonquian,,,USA;Canada;,North America,"44.995883,-63.658081; 46.24825,-60.876068; 46.339343,-63.402924; 48.727209,-65.69989; 46.354511,-64.755066; 46.769968,-67.834499; 42.357529,-71.065166",1526,Micmac (Massachusetts),United States of America,USA,Definitely endangered,"Mi´kmaq, Mi’gmaq, Miikmaq, Mi'gmaw",,8145.0,Golla et al ms.,42.3589,-71.0578,"The majority of U.S. speakers live in the Boston, Massachusetts area; Canadian communities are Restigouche, Quebec; Big Cove, New Brunswick; and Eskasoni,  Nova Scotia.",0.0,0.0
12081,1923,mic,Mi'kmaq,Micmac; Mi'gmaq; Mi'gmaw; Mi'kmaw; Miigmao; Mi'kmaq; Restigouche; Mi'kmag;,"Threatened (20 percent certain, based on the evidence available)",8145.0,Algic; Algonquian; Eastern Algonquian,,,USA;Canada;,North America,"44.995883,-63.658081; 46.24825,-60.876068; 46.339343,-63.402924; 48.727209,-65.69989; 46.354511,-64.755066; 46.769968,-67.834499; 42.357529,-71.065166",1317,Micmac (Canada),Canada,CAN,Vulnerable,,,6850.0,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",45.9646,-60.6172,Spread over 32 communities in Canada,-15.899324739103745,-1295.0
12082,1924,mia,Miami-Illinois,Myaamia; Miami; Illinois; Miami-Myaamia; Peoria; Piankishaw; Miami Cluster; Wea,Awakening (),1.0,Algic; Algonquian; Miami-Illinois,Dialect complex,,USA;,North America,"36.874400, -94.877200; 40.753600, -86.068900;",771,Miami-Illinois,United States of America,USA,Extinct,"Miami, Miami-Myaamia, Illinois",,0.0,Golla et al. ms.,36.8866,-94.8775,"Originally spoken in Illinois and northern Indiana, relocated to Oklahoma and Kansas.",-100.0,-1.0
12083,1755,crg,Michif,French Cree; Mitchif; aan krii; Métchif; Mitif; Cree; Turtle Mountain Chippewa Cree,"Severely Endangered (80 percent certain, based on the evidence available)",1100.0,Mixed Language; French-Cree,,,USA;Canada;,North America,"52.0,-100.166666667",695,Michif,Canada,CAN,Critically endangered,,,,"1996 and 2001 Censuses, Statistics Canada; based on the Department of Canadian Heritage customized census retrievals
UNESCO Atlas 2nd edition (Wurm (2001))
Ethnologue: Languages of the World (Gordon, (2005))
http://www.aboriginalcanada.gc.ca/acp/community/site.nsf/index_en.html
http://en.wikipedia.org/wiki/Portal:Contents",51.3119,-103.979,Spread over 6 communities in Canada,,
12084,2305,xmj,Midah,Majera; Mida'a; Da'a; Mazera; Daa;,"Threatened (20 percent certain, based on the evidence available)",1000.0,Afro-Asiatic; Chadic; Biu-Mandara,,,Cameroon;Chad;,Africa,"11.3231,14.9839",1394,Majera,Cameroon,CMR,Critically endangered,,,500.0,Ethnologue,11.3231,14.9839,,-50.0,-500.0
12085,5639,mxj,Miju-Mishmi,Miju; Kaman; Mishmi; Miji; Geman Deng; Mījū Mishmi; Kaman Mishmi; Keman; 格曼語,"Threatened (20 percent certain, based on the evidence available)",9000.0,Sino-Tibetan; Midzu,,Blench & Post (2011) argue that Miju Mishmi may be a language isolate within Sino-Tibetan. ,India;China;,South Asia;East Asia,"29.0,96.0",1087,Miju,"China, India","CHN, IND",Vulnerable,"Keman, Miju Mishmi, Geman Deng",,6700.0,,28.1155,96.2896,"Arunachal Pradesh, Lohit and Anjan districts",-25.555555555555554,-2300.0
12086,1666,mik,Mikasuki,Hitchiti; Mikasuki Seminole; Miccosukee; Hitchiti-Mikasuki; Mikasuki Cluster;,"Threatened (20 percent certain, based on the evidence available)",100.0,Muskogean,,,USA;,North America,"26.3202,-80.9877",1543,Mikasuki,United States of America,USA,Vulnerable,"Hitchiti-Miikasuki, Hitchiti, Seminole, Miccosukee",,500.0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the World’s Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",26.3202,-80.9877,"Spoken in Florida by members of the Miccosukee Tribe (with four  small reservations in Southwest Miami-Dade County, including Tamiami Trail, Alligator Alley and two on Krome Avenue) and  the Seminole Tribe (with five  reservation, with Mikasuki spoken at four: the  Big Cypress, Immokalee, Hollywood, and Tampa reservations. (Creek [the Florida Seminole dialect] is dominant at the 
Brighton Reservation.)",100.0,400.0
12087,579,mlj,Miltu,Miltou;,"Endangered (20 percent certain, based on the evidence available)",300.0,Afro-Asiatic; Chadic; East Chadic,,,Chad;,Africa,"10.2149,17.3913",1637,Miltu,Chad,TCD,Critically endangered,,,272.0,Ethnologue,10.2149,17.3913,,-9.333333333333334,-28.0
12088,2271,mpn,Mindiri,,"Endangered (60 percent certain, based on the evidence available)",90.0,Austronesian; Malayo-Polynesian; Oceanic; North New Guinea,,,Papua New Guinea;,Pacific,"-5.5517,146.1538",2116,Mindiri,Papua New Guinea,PNG,Severely endangered,,,93.0,Grimes 2000,-5.5517,146.1538,Madang,3.3333333333333335,3.0
12089,10906,xmf,Mingrelian,Megrelian; Margali; Margaluri; Megrel; Megruli,"At risk (20 percent certain, based on the evidence available)",344000.0,South Caucasian ,,,Georgia;,Caucasus,"42.014440, 43.566671",1057,Mingrelian,Georgia,GEO,Definitely endangered,Megrel,,350000.0,"Г. А. Климов: Мегрельский язык. — Языки Российской Федерации и соседних государств: энциклопедия II. Москва: Наука, 2001.",42.4599,41.7205,western lowlands of Georgia,1.744186046511628,6000.0
12354,1258,mnq,Minriq,Menriq; Menrik; Mendriq; Menraq; Menri',"Endangered (20 percent certain, based on the evidence available)",145.0,Austro-Asiatic; Aslian; North Aslian; Menraq-Batek,,,Malaysia;,Southeast Asia,"5.01, 102.05",2468,Menri',Malaysia,MYS,Critically endangered,,,,,5.055,102.2502,,,
12355,3191,yiq,Miqie Yi,"Yi; Micha; Minqi; Lolo; Yi, Miqie; 密岔","Threatened (100 percent certain, based on the evidence available)",8000.0,Sino-Tibetan; Lolo-Burmese,,,China;,East Asia,"25.385286, 102.454376; 25.453369, 102.423347; 25.581697, 102.570808; 25.620361, 102.346939; 25.586885, 102.247009",2447,Miqie,China,CHN,Definitely endangered,"Micha, Mielang, Minqi",,10000.0,Bradley 2007,26.9053,100.8506,,25.0,2000.0
12356,4029,mmv,Mirití,Miriti-Tapuyo; Neenoá,Dormant ,100.0,Tucanoan; Eastern Tucanoan,,Extinct?,Brazil;,South America,,630,Mirití Tapuia,Brazil,BRA,Critically endangered,"Miriti-Tapuia, Buia-Tapuya",,0.0,"www.socioambiental.org
Moore, 2008, IBGE databank 
Moore, 2008, Scientific American (Brasil)
",0.3076,-69.1699,"The group lives in the indigenous lands Alto Rio Negro and Médio Rio Negro I and II, Municipalities of São Gabriel da Cachoeira and Santa Isabel do Rio Negro, north-western Amazonas State - Brazil.",-100.0,-100.0
12357,2549,mep,Miriwoong,"Mirung; Merong; Miriwun;  Miriwong; Mirriwong; Miriwu; Moreng; Mirong; Miriwung;
","Critically Endangered (80 percent certain, based on the evidence available)",100.0,Jarrakan,,,Australia;,Australia,"-16.01698315,128.7965195",212,Miriwoong,Australia,AUS,Critically endangered,"Mirung, Merong, Miriwun, Miriwung.",,50.0,,-16.7631,128.9025,,-50.0,-50.0
12358,3538,tlc,Misantla Totonac,Southeastern Totonac; Yecuatla Totonac; Laakanaachiwiin; Totonac (Misantla); Totonaca (Yecuatla); Misantla Totonako;,"Endangered (20 percent certain, based on the evidence available)",500.0,Totonacan; Totonac,,"Ethnologue distinguishes 9 Totonac languages: 
Totonac, Coyutla [toc] 
Totonac, Filomena Mata-Coahuitlán [tlp] 
Totonac, Highland [tos] 
Totonac, Papantla [top] 
Totonac, Tecpatlán [tcw] 
Totonac, Upper Necaxa [tku] 
Totonac, Ozumatlán [tqt] 
Totonac, Xicotepec de Juárez [too] 
Totonac, Yecuatla [tlc] 

The categorization adopted here is that of Carolyn MacKay and Frank Trechsel. However, all acknowledge that there is no real consensus on the linguistic categorization of this area.",Mexico;,"Mexico, Central America, Caribbean","20.298178,-97.536594",914,Misantla Totonac,Mexico,MEX,Critically endangered,"Yecuatla Totonac, Totonaco del sureste",,325.0,"Contributors: Carolyn MacKay and Frank Treschel,  2005 Census and information given by INALI",19.865,-96.7755,"Chiconquiaco, Jilotepec, Landero y Coss, Misantla, Yecuatla",-35.0,-175.0
12359,4707,mrg,Mising,Mishing; Takam; Plains Miri; Miri,"At risk (20 percent certain, based on the evidence available)",551224.0,Sino-Tibetan; Tani,,,India;,South Asia,"28.5,94.8333333333",1091,Mising,India,IND,Definitely endangered,"Miri, Mishing, Miri-Mishing",,550000.0,,26.9612,94.0539,"Assam, mostly Lakhimpur, Sonitpur and Dhemaji districts; some speakers also live across the border in Arunachal Pradesh
",-0.22205128949392625,-1224.0
12360,4707,mrg,Mising,Mishing; Takam; Plains Miri; Miri,"At risk (20 percent certain, based on the evidence available)",551224.0,Sino-Tibetan; Tani,,,India;,South Asia,"28.5,94.8333333333",1090,Hill Miri,India,IND,Definitely endangered,"Miri, Mising, Mishing",,12000.0,,27.7078,94.0374,"Lower Subansiri Dt, concentrated in and around the town of Raga",-97.82302657358896,-539224.0
